Part Number	Library Ref	Library Path	Comment	Component Kind	Component Type	PACKAGE	Pin Count	Footprint Path	Footprint Ref	Description	Material	Tolerance	Value	VOLTAGE	CURRENT	WATTAGE	Manufacturer 1	Manufacturer Part Number 1	Supplier 1	Supplier Part Number 1	Manufacturer 2	Manufacturer Part Number 2	Supplier 2	Supplier Part Number 2	Footprint Ref 2	Footprint Path 2
U_DCDC_ISO_3Vto5V_1W_SMT	U_DCDC_ISO_5Pin		ISO DCDC 3V/5V 1W	Standard	Standard	5-SMD Module	5		SM_DCDC_ISO_1W	DC-DC CONV ISO 3V/5V 1W				3V/5V	0.2A	1W	Murata	MTE1S0305MC	Digi-Key	811-2829-5-ND	Recom	R1SE-3.305/H2-R	Digi-Key	945-2271-1-ND		
U_KSZ8895	U_KSZ8895		KSZ8895MQXCA	Standard	Standard	PQFP-128	128		SM_PQFP-128	5-port Ethernet Switch IC				3.3V			Microchip Technology	KSZ8895MQXCA	Digi-Key	576-4855-ND						
U_L78L33ABUTR	U_78Lxx_3pin_321		L78L33ABUTR	Standard	Standard	SOT89-3	3		SM_SOT89-3	IC REG LDO 3.3V 0.1A SOT89-3			3.3V	3.3V	100mA		STMicroelectronics	L78L33ABUTR	Digi-Key	497-7286-1-ND						
U_L78L05ABUTR	U_78Lxx_3pin_321		U_L78L05ABUTR	Standard	Standard	SOT89-3	3		SM_SOT89-3	IC REG LINEAR 5V 100MA SOT89-3			5.0V	5.0V	100mA		STMicroelectronics	L78L05ABUTR	Digi-Key	497-1181-1-ND						
U_LAN8720A	U_LAN8720A		LAN8720A	Standard	Standard	24-QFN (4x4)	24		SM_QFN-24Pin-EP	IC TXRX ETHERNET 24QFN				1.6 V ~ 3.6 V			Microchip Technology	LAN8720AI-CP-TR	Digi-Key	LAN8720AI-CP-TR-ND						
U_LM158_SOIC-8	U_OPAMP_LMx58		LM158DT	Standard	Standard	SOIC-8	8		SM_SOIC-8-4mm-N	"I.C., Opamp"							ST	LM158DT	Digi-Key	497-6990-1-ND						
U_LM258_8DFN	U_OPAMP_LMx58_EP		LM258QT	Standard	Standard	SOIC-8	8		SM_DFN8_2x2	IC OPAMP GP 1.1MHZ 8DFN							STMicroelectronics	LM258QT	Digi-Key	497-14859-1-ND						
U_LM25085_HVSSOP8	U_LM25085		LM25085	Standard	Standard	8-HVSSOP	9		HVSSOP-8-PowerPad	Buck IC							Texas Instruments	LM25085MY/NOPB	Digi-Key	LM25085MY/NOPBTR-ND						
U_LM2931AD-5.0R2G	U_LM2931		LM2931AD-5.0R2G	Standard	Standard	8-SOIC	8		SM_SOIC-8-4mm-N	IC Linear Reg 5.0V			5.0V	5.0V	100mA		On Semiconductor	LM2931AD-5.0R2G	Digi-Key	LM2931AD-5.0R2GOSCT-ND						
U_LM3409MY	U_LM3409MY		LM3409MY	Standard	Standard	10-MSOP-EP	10		SM_10-MSOP-EP	IC LED DRIVER CTRLR DIM 10MSOP				42V	5A		  Texas Instruments 	LM3409MY/NOPB	Digi-Key	LM3409MY/NOPBCT-ND						
U_LM3478	U_LM3478		LM3478MM	Standard	Standard	8-TSSOP	8		8-TSSOP-3mmWidth	Low-Side N-Channel Controller for Switching Regulator				40V			Texas Instruments	LM3478MM/NOPB	Digi-Key	LM3478MM/NOPBTR-ND						
U_LMV321IDBVR	U_OPAMP_LM321		LMV321IDBVR	Standard	Standard	SOT23-5	5		SOT23-5	IC OPAMP GP 1 CIRCUIT SOT23-5			1.7mV	5.5V			Texas Instruments	LMV321IDBVR	Digi-Key	296-9567-1-ND						
U_LM5118	LM5118		LM5118	Standard	Standard	TSSOP-20	21		MXA20A_N	"I.C., Buck Boost Regulator"							Texas Instruments	LM5118MHX/NOPB	Digi-Key	LM5118MHX/NOPBCT-ND						
U_LMV358LIST 	U_OPAMP_PAIR		LMV358LIST	Standard	Standard	TSSOP-8	8		SM_TSSOP-8-H	IC OPAMP GP 1.3MHZ RRO 8MINISO 			1mV	5.5V			STMicroelectronics	LMV358LIST 	Digi-Key	497-13055-1-ND						
U_LM4120AIM-2.0	U_LM4120		LM4120AIM5-2.0	Standard	Standard	SOT23-5	5		SOT23-5	IC Voltage Reference			2.048V	2.048V			Texas Instruments	LM4120AIM5-2.0/NOPB	Digi-Key	LM4120AIM5-2.0/NOPBCT-ND						
U_LM5088	U_LM5088		LM5088	Standard	Standard	TSSOP-16	16		MXA16A	"I.C., Buck Boost Regulator"							Texas Instruments	LM5088MH-2/NOPB	Digi-Key	LM5088MH-2/NOPB-ND						
U_LM78M05_DPAK	U_78Mxx_DPAK		LM78M05	Standard	Standard	DPAK	3		SM_DPAK	Voltage Regulator				5V	500mA		Texas Instruments	LM78M05CDTX/NOPB	Digi-Key	LM78M05CDTX/NOPBTR-ND						
U_LMV358	U_LMV358		LMV358	Standard	Standard	MSOP-8	8		SM_DGK8-M	"I.C., Dual Op Amp"							Texas Instruments	LMV358IDGKR	Digi-Key	296-13455-1-ND					SM_DGK8-M_alt	
U_LMV431A	LMV431A		LMV431A	Standard	Standard	SOT23-3	3		SM_SOT23-3	"I.C., Shunt Regulator"							Texas Instruments	LMV431AIMFX/NOPB	Digi-Key	LMV431AIMFX/NOPBCT-ND						
U_LT3008ETS8-3.3	U_LT3008_TS8		LT3008ETS8-3.3	Standard	Standard	TSOT-23-8	8		SM_TSOT-23-8	IC REG LDO 3.3V 20MA TSOT23-8				3.3V	20mA		Linear	LT3008ETS8-3.3#TRMPBF	Digi-Key	LT3008ETS8-3.3#TRMPBFCT-ND	Linear	LT3008ITS8-3.3#TRMPBF	Digi-Key	LT3008ITS8-3.3#TRMPBFCT-ND		
U_LT3008ETS8-5	U_LT3008_TS8		LT3008ETS8-5	Standard	Standard	TSOT-23-8	8		SM_TSOT-23-8	IC REG LDO 5V 20MA TSOT23-8				5V	20mA		Linear	LT3008ETS8-5#TRMPBF	Digi-Key	LT3008ETS8-5#TRMPBFCT-ND	Linear	LT3008ITS8-5#TRMPBF	Digi-Key	LT3008ITS8-5#TRMPBFCT-ND		
U_LT3755_WFQFN16	U_LT3755_WFQFN16		LT3755	Standard	Standard	QFN32	16		SM_QFN-32Pin-EP	IC LED DRIVER CTRLR DIM 16QFN			40V	40V			Linear Tech / Analog Devices	LT3755EUD#PBF	Digi-Key	LT3755EUD#PBF-ND						
U_LT3797_WFQFN52	U_LT3797EUKG#PBF		LT3797	Standard	Standard	WFQFN52	52		SM_52-WFQFN EP	IC LED DRIVER CTRLR 52QFN			40V	40V			Linear Tech / Analog Devices	LT3797EUKG#PBF	Digi-Key	LT3797EUKG#PBF-ND						
U_LT6220CS5	U_LT6220CS5		LT6220CS5	Standard	Standard	SOT23-5	5		SOT23-5	IC OPAMP							Linear Technology	LT6220CS5#TRMPBF	Digi-Key	LT6220CS5#TRMPBFTR-ND	Linear Technology	LT6220IS5#TRMPBF	Digi-Key	LT6220IS5#TRMPBFCT-ND		
U_LTC7003I	U_LTC7003		LTC7003	Standard	Standard	MSOP-16-EP	17		SM_MSOP-16-EDP_L	IC GATE DRVR N-CH MOSFET 16 MSOP				60V			Linear Technology	LTC7003IMSE#TRPBF	Digi-Key	LTC7003IMSE#TRPBFCT-ND						
U_MAX31740	U_MAX31740		MAX31740	Standard	Standard	8-TDFN (2x3) Exposed pad	9		SM_DFN8(2x3)-P050_N	IC Fan Speed Controller							Maxim	MAX31740ATA+	Digi-Key	MAX31740ATA+T-ND						
U_MAX3238	U_MAX3238		MAX3238CPWR	Standard	Standard	SM_TSSOP-28	28		SM_TSSOP-28	IC 5/3 TRANSCEIVER RS232							TI	MAX3238CPWR	Digi-Key	296-9598-1-ND						
U_MAX3243	U_MAX3243		MAX3243CPWR	Standard	Standard	SM_TSSOP-28	6		SM_TSSOP-28	IC 3/5 TRANSCEIVER RS232							TI	MAX3243CPWR	Digi-Key	296-6943-1-ND						
U_MAX4544EUT	U_MAX4544		MAX4544EUT	Standard	Standard	SOT23-6	6		SM_SOT23-6	IC SWITCH SPDT SOT23-6							Maxim	MAX4544EUT+T	Digi-Key	MAX4544EUT+TCT-ND					Flex_SOT23-6	
U_MCP65R41	MCP65R41		MCP65R41	Standard	Standard	SOT23-6	6		SM_SOT23-6	"I.C., Comparator with 1.21V Reference"							Microchip Technology	MCP65R41T-1202E/CHY	Digi-Key	MCP65R41T-1202E/CHYCT-ND						
U_MCP65R41-1.2V	U_MCP65R41_SOT23-6		MCP65R41-1.2V	Standard	Standard	SOT23-6	6		SM_SOT23-6	IC COMPARATOR 1.2V REF			1.21V	1.21V			Microchip Technology	MCP65R41T-1202E/CHY	Digi-Key	MCP65R41T-1202E/CHYCT-ND						
U_MCP65R41-2.4V	U_MCP65R41_SOT23-6		MCP65R41-2.4V	Standard	Standard	SOT23-6	6		SM_SOT23-6	IC COMPARATOR 2.4V REF			2.4V	2.4V			Microchip Technology	MCP65R41T-2402E/CHY	Digi-Key	MCP65R41T-2402E/CHYTR-ND						
U_MIC5233-3.3YM5	U_TPS709		MIC5233-3.3	Standard	Standard	SOT23-5	5		SM_SOT-23-5	IC REG LINEAR 3.3V 100MA SOT23-5 				3.3V	100mA		Microchip Technology	MIC5233-3.3YM5-TR 	Digi-Key	576-2778-1-ND						
U_MKL05Z32VFK4	U_MKL05Z32VFK4		MKL05Z	Standard	Standard	QFN24	24		SM_QFN-24Pin-EP_New	IC MCU 32BIT 32KB FLASH 24QFN				3.3V			NXP USA Inc.	MKL05Z32VFK4	Digi-Key	MKL05Z32VFK4-ND						
U_MKL05Z32VFM4	U_MKL05Z32VFM4		MKL05Z	Standard	Standard	QFN32	32		SM_QFN-32Pin-0.5mmPitch	IC MCU 32BIT 32KB FLASH 32QFN				3.3V			NXP Semiconductors	MKL05Z32VFM4	Digi-Key	MKL05Z32VFM4-ND	NXP Semiconductors	MKL05Z32VFM4	Arrow	MKL05Z32VFM4	SM_QFN-32Pin_5x5	
U_MKL05Z32VLC4	U_MKL05Z32VFM4		MKL05Z	Standard	Standard	32-LQFP	32		SM_32-LQFP	IC MCU 32BIT 32KB FLASH 32LQFP				3.3V			NXP Semiconductors	MKL05Z32VLC4	Digi-Key	MKL05Z32VLC4-ND						
U_NU5011A20	U_NU5011A20		20mA CC	Standard	Standard	SOT23	3		SM_SOT23-3	20mA 16V Constant Current LED Driver SOT23				16V	0.02A		Numen Technology	NU5011A20								
U_NCR402U	U_NCR402U		20mA CC	Standard	Standard	TSOP6	6		SM_TSOP-6	IC LED DVR 40V 20MA 6TSOP				40	0.02A		Nexperia USA Inc.	NCR402UH	Digikey	1727-8465-1-ND					Flex_TSOP-6	
