Part Number	Library Ref	Library Path	Comment	Component Kind	Component Type	PACKAGE	Pin Count	Footprint Path	Footprint Ref	Description	Material	Tolerance	Value	VOLTAGE	CURRENT	WATTAGE	Manufacturer 1	Manufacturer Part Number 1	Supplier 1	Supplier Part Number 1	Manufacturer 2	Manufacturer Part Number 2	Supplier 2	Supplier Part Number 2	Footprint Ref 2	Footprint Path 2
D_TVS_BIDIR_33V_SMAJ33A-13-F	D_TVS_BIDIR		SMAJ33A-13-F	Standard	Standard	SMA	2		SM_DIODE_BIDIR_SMA	TVS DIODE 33VWM 53.3VC SMA				33V		400W	Diodes Inc.	SMAJ33A-13-F	Digi-Key	SMAJ33A-FDICT-ND						
D_TVS_BIDIR_33V_SMAJ33CA-13-F	D_TVS_BIDIR		SMAJ33CA	Standard	Standard	SMA	2		SM_DIODE_BIDIR_SMA	TVS DIODE 33V 53.3V SMA				33V		400W	Diodes Inc.	SMAJ33CA-13-F	Digi-Key	SMAJ33CA-FDICT-ND	STMicroelectronics	SMAJ33CA-TR	Digi-Key	497-2998-1-ND		
D_TVS_BIDIR_30V_SOD123	D_TVS_BIDIR		TV02W300B-G	Standard	Standard	SOD-123	2		SM_DIODE_BIDIR_SOD-123	TVS DIODE 30VWM 48.4VC SOD123			30V	30V		200W	Comchip Technology	TV02W300B-G	Digi-Key	641-1958-1-ND						
D_TVS_BIDIR_PJGBLC15C	D_TVS_ARRAY_BIDIR		PJGBLC15C	Standard	Standard	SOD-323	2		SM_SOD-323-REVD	TVS Array Bidirectional			15V	15V			Panjit	PJGBLC15C							Flex_D_SOD323	
D_TVS_BIDIR_TPD1E10B06DPYR	D_TVS_BIDIR_B2B		TPD1E10B06DPYR	Standard	Standard	X1SON-2	2		SM_X1SON-2	TVS Array Bidirectional			5.5V	5.5V			Texas Instruments	TPD1E10B06DPYR	Digi-Key	296-30406-1-ND					Flex_D_SOD323	
D_TVS_BIDIR_USB	D_TVS_BIDIR_USB		5V TVS	Standard	Standard	SOT-23-3	3		SM_SOT23-3	TVS USB			5V				Diodes Inc.	DRTR5V0U1SO-7	Digi-Key	DRTR5V0U1SO-7DICT-ND	Diodes Inc.	DLPT05-7-F	Digi-Key	DLPT05-FDICT-ND		
D_TVS_Clamp_Quad_3V_D3V3F4U6S_SOT363	D_TVS_Clamp_Quad_6p		D3V3F4U6S-7	Standard	Standard	SOT-363	6		SM_SOT-363	TVS DIODE 3.3V 10V SOT363				3.3V	5A (8/20µs)		Diodes Inc.	D3V3F4U6S-7	Digi-Key	31-D3V3F4U6S-7CT-ND						
D_TVS_Clamp_Quad_5V_D5V0F4U6SO_SOT26	D_TVS_Clamp_Quad_6p		D5V0F4U6SO-7	Standard	Standard	SOT26	6		SM_SOT-23-6	TVS DIODE 5.5V SOT26				5.5V	3A(peak)		Diodes Inc.	D5V0F4U6SO-7	Digi-Key	D5V0F4U6SO-7DICT-ND						
D_TVS_Clamp_Quad_5V_D5V0F4U6S_SOT363	D_TVS_Clamp_Quad_6p		D5V0F4U6S-7	Standard	Standard	SOT-363	6		SM_SOT-363	TVS DIODE 5.5V SOT363				5.5V	3A(peak)		Diodes Inc.	D5V0F4U6S-7	Digi-Key	31-D5V0F4U6S-7CT-ND						
D_TVS_ESD_2_Ch	D_TVS_ESD_2_Ch		TPD2E009DBZR	Standard	Standard	SOT-23-3	3		SM_SOT23_123	TVS Array			5.5V	5.5V		45W	Texas Instruments	TPD2E009DBZR	Digi-Key	296-24657-1-ND						
D_TVS_Ethernet_SOIC-8	D_TVS_ETH_SLVU2.8-4		SLVU2.8-4	Standard	Standard	SOIC-8	8		SM_SOIC-8-4mm-M	TVS DIODE 2.8V 15V 8SOIC				2.8V 15Vc		600W	Bourns Inc.	CDNBS08-SLVU2.8-4	Digi-Key	CDNBS08-SLVU2.8-4CT-ND	Micro Commercial Co	SLVU2.8-4-TP	Digi-Key	SLVU2.8-4-TPMSCT-ND	SM_SOIC-8-4mm-N	
D_TVS_Quad_ESD_SOT23-6	D_TVS_Quad_ComAnode		MMQA24VT1G	Standard	Standard	SOT23-6	6		SM_SOT23-6	Quad Monolithic Common Anode							ON Semiconductor	MMQA24VT1G	Digi-Key	MMQA24VT1GOSTR-ND						
D_TVS_Quad_USB	D_TVS_Quad_USB		USB/Eth TVS	Standard	Standard	SLP6			SM_DIODE_TVS_SLP6	Quad bidirectional TVS			5V	15V			Semtech	RCLAMP0504P.TCT	Digi-Key	RCLAMP0504PCT-ND						
D_TVS_UNI_3.3V_SOD323	D_Z		3.3V TVS	Standard	Standard	SOD323	3		SM_SOD-323-REVD	TVS DIODE 3.3V 24.5V SOD323			3.3V	3.3V		735W	Littelfuse Inc.	AQ4020-01FTG	Digi-Key	F10394CT-ND	Littelfuse Inc.	SP4020-01FTG	Digi-Key	F6270CT-ND		
D_TVS_UNI_PAIR_3.3V_SOT23	D_TVS_UNI_PAIR		3.3V TVS	Standard	Standard	SOT-23-3	3		SM_TRANSZORB_SOT23_A_C_C	TVS DIODE 3.3V 20V SOT23			3.3V	3.3V		330W	Nexperia USA Inc.	PESD3V3S2UAT,215	Digi-Key	1727-3830-1-ND	Vishay	GSOT03C-E3-08	Digi-Key	GSOT03C-E3-08CT-ND		
D_TVS_UNI_PAIR_USB	D_TVS_UNI_PAIR_USB		USBLC6-2P6	Standard	Standard	SOT-666	3		SM_SOT-666	TVS DIODE 5.25V 17V SOT666			5.25V	5.25			STMicroelectronics	USBLC6-2P6	Digi-Key	497-5026-1-ND						
D_TVS_UNI_5V_SOD323	D_Z		5V TVS	Standard	Standard	SOD-323	2		SM_SOD-323-REVD	TVS DIODE				5V			NXP	"PESD5V0L1UA,115"	Digi-Key	568-6822-1-ND	Micro Commercial	ESDLC5V0D3-TP	Digi-Key	ESDLC5V0D3-TPMSCT-ND	Flex_D_SOD323	
D_TVS_UNI_5.8V_SMB	D_Z		TVS 5.8V	Standard	Standard	SMB	2		SM_DIODE_SMB	DIODE TVS Uni 5.8V 600W SMB				5.8VWM 13.4VC		600W	STMicroelectronics	SM6T6V8A	Digi-Key	497-6501-1-ND						
D_TVS_UNI_12V_SOD323	D_Z		12V TVS	Standard	Standard	SOD-323	2		SM_SOD-323-REVD	TVS DIODE 12V 27V SOD323				12V 27Vc			NXP	PESD12VS1UA,115	Digi-Key	568-6459-1-ND	Diodes Incorporated	SD12-7	Digi-Key	SD12-7DICT-ND	Flex_D_SOD323	
D_TVS_UNI_12V_0603	D_Z		TVS 12V	Standard	Standard	0603 (DFN1610-2)	2		SM_DIODE_0603	TVS DIODE 12V 20V 0603				12VWM 20VC			Diodes Inc.	D12V0H1U2LP1610-7	Digi-Key	D12V0H1U2LP1610-7DICT-ND	STMicroelectronics	ESDA13P70-1U1M	Digi-Key	497-16271-1-ND		
D_TVS_UNI_16V_SMB	D_Z		TVS 16V	Standard	Standard	SMB	2		SM_DIODE_SMB	DIODE TVS Uni 16V 600W SMB				16VWM 26VC		600W	Diodes Inc.	SMBJ16A-13-F	Digi-Key	SMBJ16A-FDICT-ND						
D_TVS_UNI_PAIR_15V_SOT23	D_TVS_UNI_PAIR		GSOT15C-GS08	Standard	Standard	SOT-23-3	3		SM_TRANSZORB_SOT23_A_C_C	TVS Array Unidirectional			15V	15V		345W	Vishay	GSOT15C-GS08	Digi-Key	GSOT15C-GS08CT-ND						
D_TVS_UNI_PAIR_26V_SOT23	D_TVS_UNI_PAIR		MMBZ33VALT1G	Standard	Standard	SOT-23-3	3		SM_TRANSZORB_SOT23_A_C_C	TVS DIODE 26V 46V SOT23-3			26V	26V		40W	ON Semiconductor	MMBZ33VALT1G	Digi-Key	MMBZ33VALT1GOSCT-ND						
D_TVS_UNI_24V_SOD323	D_Z		24V TVS	Standard	Standard	SOD-323	2		SM_SOD-323-REVD	TVS DIODE				24V			Nexperia USA Inc.	PESD24VS1UA,115	Digi-Key	1727-1151-1-ND						
D_TVS_UNI_30V_SOD123	D_Z		TV02W300-G	Standard	Standard	SOD-123	2		SM_DIODE_SOD-123	TVS DIODE 30VWM 48.4VC SOD123 			30V	30V		200W	Comchip Technology	TV02W300-G	Digi-Key	TV02W300-G-ND						
D_TVS_UNI_30V_SOD123F	D_Z		SMF30A	Standard	Standard	SOD-123F	2		SM_DIODE_SOD-123F	TVS DIODE 30V 48.4V SOD123F			30V	30V		200W	Littelfuse Inc.	SMF30A	Digi-Key	F5826CT-ND						
D_TVS_UNI_30V_SMAflat	D_Z		TPSMA6L30A	Standard	Standard	SMA Flat	2		SM_DIODE_SMA-F	TVS DIODE 30V 48.4V DO221AC			30V	30V		600W	Littelfuse Inc.	TPSMA6L30A	Digi-Key	F6161CT-ND						
D_TVS_UNI_33V_SMAJ33A-13-F	D_Z		SMAJ33A-13-F	Standard	Standard	SMA	2		SM_DIODE_SMA	TVS DIODE 33VWM 53.3VC SMA				33V		400W	Diodes Inc.	SMAJ33A-13-F	Digi-Key	SMAJ33A-FDICT-ND						
D_TVS_UNI_30V_SOD123	D_TVS_UNI		TV02W300-G	Standard	Standard	SOD-123	2		SM_DIODE_SOD-123	TVS DIODE 30VWM 48.4VC SOD123			30V	30V		200W	Comchip Technology	TV02W300-G	Digi-Key	TV02W300-G-ND						
D_TVS_UNI_30V_SOD123F	D_TVS_UNI		SMF30A	Standard	Standard	SOD-123F	2		SM_DIODE_SOD-123F	TVS DIODE 30V 48.4V SOD123F			30V	30V		200W	Littelfuse Inc.	SMF30A	Digi-Key	F5826CT-ND						
